PC_Timestamp,Seq_Num,Packet_Type,time_ms,engine_count,gear_count,engine_rpm,secondary_rpm,filtered_engine_rpm,filtered_secondary_rpm,target_rpm,engine_rpm_error,ecvt_velocity_command,ecvt_velocity,ecvt_pos,ecvt_iq,ecvt_bus_voltage,ecvt_bus_current,ecvt_total_charge_used,ecvt_total_power_used,ecvt_inbound_limit_switch,ecvt_outbound_limit_switch,ecvt_engage_limit_switch,centerlock_velocity_command,centerlock_velocity,centerlock_pos,centerlock_iq,centerlock_bus_voltage,centerlock_bus_current,centerlock_total_charge_used,centerlock_total_power_used,centerlock_inbound_limit_switch,centerlock_outbound_limit_switch
1783468543.049503,0,1,0.0,0.0,0.0,3184.123688,908.474926,3090.412369,919.077994,3000.0,90.412369,0.596722,1.53355,0.15115,0.161391,48.005896,0.044263,0.0,0.021249,0.0,0.0,0.0,0.0,0.137758,0.000138,0.0,48.04067,0.073913,0.0,0.035508,1.0,0.0
1783468543.059503,1,1,10.0,12.729922,7.962531,3182.480546,955.503775,3099.619187,921.992057,3000.0,99.619187,0.657487,0.121187,0.151241,0.0,47.999612,0.025391,0.0,0.033436,0.0,0.0,0.0,0.0,-0.11902,1.9e-05,0.002728,47.992785,0.034429,0.0,0.052031,1.0,0.0
1783468543.069503,2,1,20.0,25.863722,15.823482,3232.965206,949.408933,3112.953788,924.185407,3000.0,112.953788,0.745495,0.693777,0.151761,0.094894,47.990534,0.080157,0.0,0.071904,0.0,0.0,0.0,0.0,-0.007926,1.1e-05,0.0,48.027498,0.045129,0.0,0.073706,1.0,0.0
1783468543.079503,3,1,30.0,38.120263,23.75903,3176.688567,950.36119,3119.327266,926.279469,3000.0,119.327266,0.78756,0.206339,0.151916,0.084181,47.980391,0.09191,1e-06,0.116003,0.0,0.0,0.0,0.0,0.093105,0.000104,0.026306,48.001175,0.026402,0.0,0.086379,1.0,0.0
1783468543.089503,4,1,40.0,51.721056,31.220568,3232.565979,936.617036,3130.651138,927.106475,3000.0,130.651138,0.862298,0.914537,0.152602,0.259385,48.052072,0.155502,1e-06,0.190725,0.0,0.0,0.0,0.0,0.358825,0.000463,0.0,48.048396,0.0,0.0,0.086379,1.0,0.0
1783468543.099503,5,1,50.0,63.844071,39.525451,3192.203548,948.61082,3136.806379,928.826822,3000.0,136.806379,0.902922,0.512977,0.152987,0.125981,47.962263,0.082971,1e-06,0.230519,0.0,0.0,0.0,0.0,-0.218651,0.000244,0.0,47.988056,0.0,0.0,0.086379,1.0,0.0
1783468543.109503,6,1,60.0,76.417683,46.503495,3184.070119,930.069908,3141.532753,928.926269,3000.0,141.532753,0.934116,0.567053,0.153412,0.195094,48.043204,0.128091,2e-06,0.292058,0.0,0.0,0.0,0.0,-0.052172,0.000192,0.0,47.993234,0.0,0.0,0.086379,1.0,0.0
1783468543.119503,7,1,70.0,90.661635,54.534259,3237.915526,934.873018,3151.17103,929.402009,3000.0,151.17103,0.997729,1.144663,0.154271,0.045732,48.023748,0.123292,2e-06,0.351268,0.0,0.0,0.0,0.0,-0.104446,8.7e-05,0.084535,47.990315,0.0,0.0,0.086379,1.0,0.0
1783468543.129503,8,1,80.0,103.368252,62.109025,3230.25788,931.635379,3159.079715,929.580679,3000.0,159.079715,1.049926,1.056563,0.155063,0.157809,48.031296,0.131786,2e-06,0.414566,0.0,0.0,0.0,0.0,-0.226251,0.0,0.012652,47.981415,0.0,0.0,0.086379,1.0,0.0
1783468543.139503,9,1,90.0,116.471983,71.273358,3235.33285,950.311441,3166.705029,931.23914,3000.0,166.705029,1.100253,1.376616,0.156095,0.230694,47.997307,0.139543,3e-06,0.481543,0.0,0.0,0.0,0.0,-0.017317,0.0,0.0,48.032479,0.037302,1e-06,0.104296,1.0,0.0
