time_ms,engine_count,gear_count,engine_rpm,secondary_rpm,filtered_engine_rpm,filtered_secondary_rpm,target_rpm,engine_rpm_error,velocity_command,inbound_limit_switch,outbound_limit_switch,engage_limit_switch
0.0,0,1,2088.2026172983833,1890.864328468913,2088.2026172983833,1890.864328468913,2500.0,411.7973827016167,41.17973827016167,0,0,1
100.20040080160321,1,2,2026.0194820649056,1822.3902654424564,2057.1110496816445,1856.6272969556849,2502.862770828173,476.8432887632673,47.68432887632673,0,0,0
200.40080160320642,1,2,2060.9577282829882,1887.7523608246634,2058.3932758820924,1867.0023182453442,2505.7249550834313,444.76722680044304,44.476722680044304,0,0,0
300.6012024048096,1,2,2130.069869007683,1910.0364080665786,2076.31242416349,1877.7608407006528,2508.585966313049,378.5160973053662,37.85160973053662,0,0,0
400.80160320641284,1,3,2117.400249756577,1895.2367052059626,2084.529989282107,1881.256013601715,2511.445218304648,394.04496854807076,39.40449685480708,0,0,0
501.00200400801606,2,4,1981.1459502881198,1765.593300953498,2067.2993161164427,1861.9788948270118,2514.302125206312,533.1561749181924,53.31561749181924,1,1,0
601.2024048096192,2,4,2083.4897074965284,1826.1617009598406,2069.6122291707406,1856.8621528459876,2517.156101646629,433.6663941501006,43.36663941501006,0,0,0
701.4028056112224,3,5,2034.3784171630302,1783.9075437174736,2065.2080026697768,1847.7428267049233,2520.0065628546267,485.6281456915965,48.562814569159656,0,0,0
801.6032064128257,4,5,2042.7294806827206,1803.081794695318,2062.71038911566,1842.7804898149673,2522.852924779595,480.12344409687444,48.012344409687444,0,0,1
901.8036072144289,4,5,2074.34526168299,1905.9535776646337,2063.8738763723927,1849.0977985999339,2525.6946042107534,451.3493425277634,45.13493425277634,0,0,0
1002.0040080160321,5,6,2066.920816682908,1887.0865432013152,2061.7456963108452,1848.7200200731738,2528.531018896749,461.61020221384115,46.16102022138412,0,0,0
1102.2044088176353,6,6,2138.3116325219585,1965.7293912615523,2072.9749113565504,1863.0539326550836,2531.3615876649615,393.049955143003,39.3049955143003,0,0,0
1202.4048096192384,7,6,2109.5028189064524,1858.5861873779722,2077.829420418897,1860.1373153104146,2534.185730540579,424.6829116341264,42.468291163412644,0,0,0
1302.6052104208418,7,6,2083.35896487093,1815.9643276902564,2073.1583300052216,1850.7301072727823,2537.002868865435,453.6439039945053,45.364390399450535,0,0,0
1402.805611222445,8,6,2105.261624021478,1874.9337720153078,2071.944467431712,1848.6998139537168,2539.812425416576,434.550801395098,43.4550801395098,0,0,0
1503.0060120240482,8,7,2105.5120675130197,1900.2354293605988,2084.381079154202,1862.164026794427,2542.6138245245284,437.10175701150865,43.71017570115087,0,0,0
1603.2064128256513,9,7,2169.2565208628357,1967.2915770238471,2092.9577604908322,1876.2770144008275,2545.4064921912545,376.1499713284188,37.614997132841886,0,0,0
1703.4068136272545,10,8,2089.9808985820796,1912.4219734029132,2098.5180086327373,1889.1284573693715,2548.189856207762,458.2089576256826,45.82089576256826,0,0,0
1803.6072144288578,10,8,2121.538186376334,1917.9127578629173,2106.398879202098,1900.6115536861314,2550.9633462713473,429.42515989501317,42.94251598950132,1,0,0
1903.807615230461,11,9,2068.7834814294465,1914.185196706171,2105.8427011767444,1901.4347155902851,2553.7263941024503,484.9429126730038,48.49429126730038,0,0,0
2004.0080160320642,12,9,1989.397471976853,1783.7795543507182,2098.0903667061384,1891.1040167052256,2556.4784335610907,567.0809615842377,56.70809615842377,0,0,1
2104.2084168336673,12,9,2155.2395818641767,1912.3232471365052,2099.783161640361,1885.7634022927207,2559.218900762871,403.97931889869415,40.39793188986942,0,0,0
2204.4088176352707,13,9,2171.242932861433,1903.6820931104567,2105.9571730358584,1890.272992865969,2561.947234194513,390.7043013330799,39.070430133307994,0,0,0
2304.609218436874,14,10,2096.323930545976,1860.0223967485151,2107.253669603363,1894.6787997717952,2564.6628748289104,468.33894428293434,46.83389442829343,0,0,0
2404.809619238477,15,11,2252.277386200591,2034.3131864100858,2121.9552458212743,1910.6167412112725,2567.3652662396726,315.0878800390815,31.50878800390815,0,0,0
2505.0100200400802,15,11,2071.3731079781473,1837.5741894597236,2118.541349867787,1904.3506172211855,2570.053854715133,498.68074673698584,49.86807467369859,0,0,0
2605.2104208416836,16,12,2151.6231884202753,1964.5631434843056,2116.778016623531,1904.0777738672314,2572.728089371805,421.10490095152954,42.110490095152954,0,0,0
2705.4108216432865,16,12,2145.1599691479796,1973.0138034143051,2122.295923680121,1910.1369568683701,2575.387422267254,430.2274531192743,43.02274531192743,0,0,0
2805.61122244489,16,12,2236.279967899062,1941.5643639523576,2133.770101832394,1912.5021174773144,2578.031308512371,341.75134061330937,34.17513406133094,0,0,0
2905.811623246493,17,12,2238.166680756843,2040.2715816960883,2150.7084217651336,1925.1107559763059,2580.659206383019,342.49252562617585,34.249252562617585,0,0,0
3006.0120240480965,18,12,2177.4377070334153,1892.505814570222,2169.51244527079,1935.9833819982566,2583.2705774310275,405.83287039761217,40.58328703976122,0,0,0
3106.2124248496993,19,13,2193.521909040589,1986.2146897892387,2173.340677988431,1943.37252626353,2585.8648865945224,392.34297755393345,39.23429775539335,0,0,0
3206.4128256513027,20,13,2135.077819602093,1958.3161545676933,2169.7241666624973,1948.8359324092532,2588.4416023075573,453.3637827054645,45.33637827054645,0,0,0
3306.613226452906,21,14,2085.2085350537127,1878.6333647386489,2168.612627113271,1950.6970292082667,2591.000196609028,505.7916615553154,50.57916615553154,0,0,0
3406.813627254509,21,14,2171.5600099287594,1916.0133337397563,2160.5408894860875,1938.867043941234,2593.540145250854,421.9801353220946,42.198013532209465,0,0,0
3507.0140280561122,22,14,2201.404441834697,1963.7010615228942,2173.5440228717425,1951.4797311475509,2596.0609278053907,394.65648597069367,39.46564859706937,0,0,0
3607.2144288577156,23,15,2259.65516053395,2025.840281109228,2184.34722008311,1957.607444910043,2598.562027772067,338.9068672381168,33.890686723811676,0,0,0
3707.414829659319,23,16,2262.7336804887123,2030.9929689261428,2196.104591217183,1963.4053614612271,2601.0429326832127,338.30925219450046,33.830925219450044,0,0,0
3807.615230460922,24,17,2187.641040420364,1962.7900311553276,2191.240698469314,1965.5279281815242,2603.503134209063,415.862093788699,41.5862093788699,0,0,0
3907.815631262525,24,17,2196.2018046248995,1973.2851407831301,2187.044210856119,1958.8292840902282,2605.942128261912,409.74032363701235,40.97403236370124,0,0,0
4008.0160320641285,25,17,2163.1139917023893,1953.2069939994553,2185.6118393230163,1964.8994020331513,2608.3594150994,445.24542339701065,44.52454233970107,0,0,0
4108.216432865732,25,17,2148.6788812358573,1897.553783500275,2181.1275365425436,1956.033311404255,2610.7544994269088,462.0756181910515,46.20756181910515,0,0,0
4208.416833667335,25,18,2138.416185199027,1917.313971783018,2181.461373102237,1951.9330931257875,2613.126890499046,474.7107053000191,47.47107053000191,0,0,0
4308.617234468938,25,18,2325.228533212168,2138.2535150016224,2205.4633729180823,1977.895108152085,2615.476102220198,290.24756900803004,29.024756900803006,0,0,0
4408.817635270541,26,19,2206.075784838694,1973.928843660549,2208.9149504090756,1983.6866591441642,2617.8016532441266,411.7258684054327,41.172586840543275,0,0,0
4509.018036072144,27,19,2213.43031746819,1978.7722029267152,2210.1175379724255,1985.1937732845465,2620.1030670726,406.67274960441,40.667274960441006,0,0,0
4609.218436873748,28,20,2176.3753950516043,1991.083774657871,2201.7895614241907,1981.7181226394107,2622.3798721530216,446.00447710141725,44.60044771014173,0,0,0
4709.418837675351,28,20,2281.474824923673,1976.5518024409832,2203.663675867687,1976.2740059908945,2624.631601975052,343.15677705137887,34.31567770513789,0,0,0
4809.619238476954,28,20,2165.393132641853,1984.2951774163162,2201.4388850898354,1978.4245206169933,2626.8577951661955,461.46466252434266,46.146466252434266,0,0,0
4909.819639278558,28,21,2238.839902069008,1995.9987991219523,2205.7026948342464,1980.6958864508756,2629.057995586332,390.2180935173237,39.02180935173237,0,0,0
5010.0200400801605,28,21,2207.9922913028477,1992.1109193461407,2210.1905247942923,1984.5862789855444,2631.2317524211808,423.2394611183331,42.323946111833315,0,0,0
5110.220440881763,28,21,2275.297939046326,2050.6577858193295,2222.852430575339,1999.89667921745,2633.3786202746705,358.0806812283445,35.80806812283445,0,0,0
5210.420841683367,28,22,2233.4969636238247,2038.421310838054,2232.360508417819,2012.0074131229535,2635.4981592601985,402.0011956363737,40.20011956363737,0,0,1
5310.62124248497,29,22,2202.98599053215,1974.6595490918746,2220.136254149817,1995.6480165319786,2637.5899350907634,434.6039445586134,43.46039445586135,0,0,0
5410.821643286573,29,23,2263.483643549848,2016.7945057479294,2225.8770400209323,1999.9345827407167,2639.653519167948,376.1698756181004,37.61698756181004,0,0,0
5511.022044088177,29,24,2289.0781250767855,2099.10568628864,2233.4418207817916,2011.967931076909,2641.68848866974,352.6103635929544,35.26103635929544,0,0,0
5611.22244488978,30,24,2273.6486786910928,1975.358596307748,2243.169149145741,2010.3954132418971,2643.6944266371625,370.0457479460697,37.004574794606974,0,0,0
