PC_Timestamp,Seq_Num,Packet_Type,time_ms,engine_count,gear_count,engine_rpm,secondary_rpm,filtered_engine_rpm,filtered_secondary_rpm,target_rpm,engine_rpm_error,ecvt_velocity_command,ecvt_velocity,ecvt_pos,ecvt_iq,ecvt_bus_voltage,ecvt_bus_current,ecvt_total_charge_used,ecvt_total_power_used,ecvt_inbound_limit_switch,ecvt_outbound_limit_switch,ecvt_engage_limit_switch,centerlock_velocity_command,centerlock_velocity,centerlock_pos,centerlock_iq,centerlock_bus_voltage,centerlock_bus_current,centerlock_total_charge_used,centerlock_total_power_used,centerlock_inbound_limit_switch,centerlock_outbound_limit_switch
1783468541.927191,0,1,0.0,0.0,0.0,3126.910138,953.565043,3084.691014,922.685203,3000.0,84.691014,1.473624,1.4297,0.151072,0.038505,47.973933,0.226421,1e-06,0.108623,0.0,0.0,0.0,0.0,-0.066768,0.0,0.02577,47.961359,0.040796,0.0,0.019566,1.0,0.0
1783468541.937191,1,1,10.0,12.549999,8.192352,3137.499817,983.082299,3089.971894,927.516971,3000.0,89.971894,1.565511,1.058382,0.151866,0.403149,47.964527,0.177561,1e-06,0.19379,0.0,0.0,0.0,0.0,-0.440028,0.0,0.025439,48.025201,0.0,0.0,0.019566,1.0,0.0
1783468541.947191,2,1,20.0,25.25162,16.051295,3156.452506,963.077729,3096.619955,930.361832,3000.0,96.619955,1.681187,2.113966,0.153452,0.314541,47.970626,0.161994,2e-06,0.271499,0.0,0.0,0.0,0.0,0.746806,0.000747,0.0,47.98591,0.0,0.0,0.019566,1.0,0.0
1783468541.957191,3,1,30.0,37.705851,23.519993,3142.154243,940.799725,3101.173384,931.196863,3000.0,101.173384,1.760417,2.269599,0.155154,0.162227,48.065487,0.163666,2e-06,0.350166,0.0,0.0,0.0,0.0,-0.211588,0.000535,0.03855,47.932411,0.0,0.0,0.019566,1.0,0.0
1783468541.967191,4,1,40.0,49.34912,31.477777,3084.319982,944.333312,3099.488044,932.247779,3000.0,99.488044,1.731092,0.752143,0.155718,0.365254,48.070271,0.152985,2e-06,0.423706,0.0,0.0,0.0,0.0,0.309413,0.000845,0.0,48.029615,0.021998,0.0,0.030132,1.0,0.0
1783468541.977191,5,1,50.0,62.438612,40.758221,3121.930587,978.197299,3101.732298,935.923741,3000.0,101.732298,1.770142,1.532648,0.156867,0.431003,47.932155,0.187372,3e-06,0.513518,0.0,0.0,0.0,0.0,0.387362,0.001232,0.0,47.994069,0.0,0.0,0.030132,1.0,0.0
1783468541.987191,6,1,60.0,75.257244,48.584134,3135.718514,971.682677,3105.13092,938.784456,3000.0,105.13092,1.829278,1.693879,0.158138,0.324786,47.994648,0.128906,3e-06,0.575386,0.0,0.0,0.0,0.0,-0.371541,0.00086,0.0,47.991308,0.0,0.0,0.030132,1.0,0.0
1783468541.997191,7,1,70.0,87.290899,55.752137,3117.532105,955.750913,3106.371038,940.141772,3000.0,106.371038,1.850856,1.795063,0.159484,0.393314,48.00678,0.298009,4e-06,0.71845,0.0,0.0,0.0,0.0,-0.078456,0.000782,0.010698,48.025669,0.0,0.0,0.030132,1.0,0.0
1783468542.007191,8,1,80.0,99.907751,64.527748,3122.117219,967.916214,3107.945656,942.363727,3000.0,107.945656,1.878254,1.738435,0.160788,0.331676,48.002837,0.202753,5e-06,0.815777,0.0,0.0,0.0,0.0,0.118249,0.0009,0.0,48.027685,0.019574,0.0,0.039533,1.0,0.0
1783468542.017191,9,1,90.0,112.062448,68.699725,3112.845768,915.996334,3108.435668,940.254336,3000.0,108.435668,1.886781,1.622467,0.162005,0.57653,47.992833,0.287371,6e-06,0.953695,0.0,0.0,0.0,0.0,-0.332724,0.000568,0.006035,48.025961,0.0,0.0,0.039533,1.0,0.0
1783468542.027191,10,1,100.0,125.771795,80.724499,3144.294863,968.693989,3112.021587,942.529508,3000.0,112.021587,1.949176,1.869309,0.163407,0.587849,48.006709,0.129415,6e-06,1.015823,0.0,0.0,0.0,0.0,0.347364,0.000915,0.025197,48.045922,0.0,0.0,0.039533,1.0,0.0
1783468542.037191,11,1,110.0,138.710282,86.635717,3152.506418,945.116915,3116.07007,942.736501,3000.0,116.07007,2.019619,1.325461,0.164401,0.53656,48.024527,0.268762,7e-06,1.144894,0.0,0.0,0.0,0.0,-0.212667,0.000702,0.077156,48.00352,0.023311,0.0,0.050723,1.0,0.0
1783468542.047191,12,1,120.0,152.506042,97.577359,3177.209217,975.773592,3122.183985,945.379468,3000.0,122.183985,2.126001,1.804233,0.165754,0.247072,48.013049,0.205933,7e-06,1.243769,0.0,0.0,0.0,0.0,-0.112034,0.00059,0.0,47.944399,0.05771,0.0,0.078392,1.0,0.0
1783468542.057191,13,1,130.0,163.774392,103.663677,3149.507545,956.895479,3124.916341,946.300749,3000.0,124.916341,2.173544,1.931667,0.167203,0.364781,47.959328,0.227843,8e-06,1.353041,0.0,0.0,0.0,0.0,-0.049688,0.00054,0.001782,48.014462,0.0,0.0,0.078392,1.0,0.0
