PC_Timestamp,Seq_Num,Packet_Type,time_ms,engine_count,gear_count,engine_rpm,secondary_rpm,filtered_engine_rpm,filtered_secondary_rpm,target_rpm,engine_rpm_error,ecvt_velocity_command,ecvt_velocity,ecvt_pos,ecvt_iq,ecvt_bus_voltage,ecvt_bus_current,ecvt_total_charge_used,ecvt_total_power_used,ecvt_inbound_limit_switch,ecvt_outbound_limit_switch,ecvt_engage_limit_switch,centerlock_velocity_command,centerlock_velocity,centerlock_pos,centerlock_iq,centerlock_bus_voltage,centerlock_bus_current,centerlock_total_charge_used,centerlock_total_power_used,centerlock_inbound_limit_switch,centerlock_outbound_limit_switch
1783468540.808992,0,1,0.0,0.0,0.0,3089.239332,967.943624,3044.923933,923.83549,3000.0,44.923933,0.539087,0.347104,0.15026,0.0,47.969294,0.192217,1e-06,0.092205,0.0,0.0,0.0,0.0,0.014094,1.4e-05,0.0,48.042486,0.055213,0.0,0.026526,1.0,0.0
1783468540.818992,1,1,10.0,12.160692,8.467916,3040.172883,1016.149869,3044.448828,931.22064,3000.0,44.448828,0.533386,-0.206277,0.150106,0.420542,48.034547,0.0,1e-06,0.092205,0.0,0.0,0.0,0.0,-0.150418,0.0,0.02787,47.959323,0.0,0.0,0.026526,1.0,0.0
1783468540.828992,2,1,20.0,23.385091,16.739483,2923.136364,1004.368962,3032.317582,937.072506,3000.0,32.317582,0.387811,-0.375281,0.149824,0.04333,48.022797,0.156007,1e-06,0.167124,0.0,0.0,0.0,0.0,0.239905,0.00024,0.03976,48.023999,0.0,0.0,0.026526,1.0,0.0
1783468540.838992,3,1,30.0,35.797327,25.46707,2983.110575,1018.682809,3027.396881,943.60133,3000.0,27.396881,0.328763,0.996772,0.150572,0.0,48.027624,0.029335,1e-06,0.181213,0.0,0.0,0.0,0.0,0.034346,0.000274,0.0,47.964165,0.0,0.0,0.026526,1.0,0.0
1783468540.848992,4,1,40.0,46.512243,32.423475,2907.015178,972.704245,3015.358711,945.929563,3000.0,15.358711,0.184305,2.725643,0.152616,0.0,48.022157,0.128255,1e-06,0.242803,0.0,0.0,0.0,0.0,0.207885,0.000482,0.012088,48.014479,0.014016,0.0,0.033255,1.0,0.0
1783468540.858992,5,1,50.0,59.489585,40.709638,2974.479253,977.031315,3011.270765,948.417704,3000.0,11.270765,0.135249,0.177124,0.152749,0.057488,48.013192,0.0,1e-06,0.242803,0.0,0.0,0.0,0.0,0.275397,0.000758,0.030559,47.988578,0.0,0.0,0.033255,1.0,0.0
1783468540.868992,6,1,60.0,70.212571,48.769492,2925.523779,975.389831,3002.696066,950.575474,3000.0,2.696066,0.032353,-0.122133,0.152657,0.0,48.035716,0.0,1e-06,0.242803,0.0,0.0,0.0,0.0,0.290904,0.001048,0.0,48.025845,0.0,0.0,0.033255,1.0,0.0
1783468540.878992,7,1,70.0,81.310235,57.178241,2903.936968,980.198425,2992.820157,952.94531,3000.0,-7.179843,-0.086158,-0.25549,0.152466,0.0,48.025303,0.0,1e-06,0.242803,0.0,0.0,0.0,0.0,-0.240278,0.000808,0.005364,48.043788,0.021807,0.0,0.043732,1.0,0.0
1783468540.888992,8,1,80.0,93.184221,63.763204,2912.006891,956.448063,2984.73883,953.22553,3000.0,-15.26117,-0.183134,-0.729501,0.151918,0.0,47.909643,0.0,1e-06,0.242803,0.0,0.0,0.0,0.0,-0.277028,0.000531,0.0,48.06103,0.00326,0.0,0.045299,1.0,0.0
1783468540.898992,9,1,90.0,108.625099,75.519601,3017.363861,1006.928013,2988.001333,957.521729,3000.0,-11.998667,-0.143984,-0.387368,0.151628,0.162747,48.026471,0.049712,2e-06,0.266679,0.0,0.0,0.0,0.0,0.020461,0.000552,0.03759,48.005039,0.0,0.0,0.045299,1.0,0.0
