time_ms,engine_count,gear_count,engine_rpm,secondary_rpm,filtered_engine_rpm,filtered_secondary_rpm,target_rpm,engine_rpm_error,velocity_command,inbound_limit_switch,outbound_limit_switch,engage_limit_switch
0.0,1,1,1979.1621076297265,1788.651622120758,1979.1621076297265,1788.651622120758,2500.0,520.8378923702735,52.083789237027354,0,0,0
100.20040080160321,1,1,2003.198280285228,1758.8151782780867,1991.1801939574773,1773.7334001994222,2502.862770828173,499.6644905429448,49.966449054294486,0,0,0
200.40080160320642,2,2,1905.2110242942783,1749.1029201372087,1962.5238040697443,1765.5232401786845,2505.7249550834313,600.5139307891529,60.0513930789153,0,0,0
300.6012024048096,3,2,2100.0387494678594,1892.9015840564298,1996.902540419273,1797.367826148121,2508.585966313049,408.5472168451897,40.85472168451898,0,0,0
400.80160320641284,3,3,1934.3505709893357,1707.6923521021329,1984.3921465332855,1779.4327313389233,2511.445218304648,577.0946473153122,57.70946473153122,0,0,0
501.00200400801606,4,3,1987.92247599913,1783.8416441616241,1984.980534777593,1780.167550142707,2514.302125206312,526.3796492071822,52.63796492071822,0,0,0
601.2024048096192,5,3,2061.129357478151,1825.53375173435,1995.8589380205299,1786.64843608437,2517.156101646629,456.02674416847776,45.602674416847776,0,0,0
701.4028056112224,6,4,1979.6818732475535,1844.3141677477313,1993.8368049239077,1793.8566525422902,2520.0065628546267,540.3246896070732,54.03246896070732,0,0,0
801.6032064128257,6,5,1994.9928123292816,1785.1548209758973,1993.9652501911717,1792.8897823682464,2522.852924779595,527.8601124503134,52.78601124503135,0,0,0
901.8036072144289,6,5,2008.3649558397287,1747.466083261353,1995.4052207560271,1788.3474124575573,2525.6946042107534,517.3296483710246,51.732964837102465,0,0,0
1002.0040080160321,6,6,2087.291340352185,1887.6592393042285,2006.218144028273,1798.2481741759043,2528.531018896749,441.23967854456396,44.123967854456396,0,0,0
1102.2044088176353,7,6,2180.2083578145575,1937.2912766917898,2023.9191517812058,1816.0957840172746,2531.3615876649615,351.15322985040393,35.11532298504039,0,0,0
1202.4048096192384,7,7,2073.527902299023,1904.838194274977,2040.7508395816808,1831.6693114310515,2534.185730540579,460.65782824155576,46.065782824155576,0,0,0
1302.6052104208418,8,8,2021.3789417906128,1823.2888114766797,2032.8848588139558,1824.7080341730762,2537.002868865435,515.6239270748224,51.562392707482246,0,0,0
1402.805611222445,8,9,2110.021378413246,1845.6612213321762,2050.451939556347,1838.504921096081,2539.812425416576,429.7910470033298,42.97910470033298,0,0,0
1503.0060120240482,8,9,2059.020366153983,1838.0945848531212,2057.561728571832,1843.9302151652305,2542.6138245245284,483.59345837054525,48.359345837054526,1,0,0
1603.2064128256513,8,9,2093.596042378898,1851.5915910769702,2060.8083970619073,1846.5359990994925,2545.4064921912545,451.81044981235664,45.181044981235665,0,0,0
1703.4068136272545,8,10,2158.988872745384,1920.3543188742617,2078.73909701169,1854.1400142121456,2548.189856207762,389.2009834623782,38.92009834623782,0,0,0
1803.6072144288578,9,10,2068.491253829096,1842.329781441482,2086.0889411616713,1859.8575102587038,2550.9633462713473,482.4720924422513,48.24720924422513,0,0,0
1903.807615230461,10,11,2111.9395309431993,1840.482042025457,2096.446398672019,1869.1591061351144,2553.7263941024503,441.78686315925097,44.1786863159251,0,0,0
2004.0080160320642,10,12,2073.14156810654,1871.715298118336,2095.031421447454,1867.564712016525,2556.4784335610907,483.33686545455066,48.333686545455066,0,0,0
2104.2084168336673,10,12,2114.7369435729274,1876.9863581151862,2088.484280023291,1861.534220158865,2559.218900762871,444.4819571899434,44.44819571899434,0,1,0
2204.4088176352707,11,12,2140.8496455185227,1899.9564046942673,2095.216454345241,1861.0460412007938,2561.947234194513,421.0975886759902,42.10975886759903,0,0,0
2304.609218436874,12,12,2083.9932291278174,1898.1509768701458,2101.4778830789614,1868.5322577401403,2564.6628748289104,480.66964570109303,48.066964570109306,0,1,0
2404.809619238477,13,12,2121.8485566997506,1966.5716683363435,2102.6606009076118,1880.623302440557,2567.3652662396726,445.516709539922,44.5516709539922,0,0,0
2505.0100200400802,14,12,2132.2821901654556,1900.1815966249549,2109.986783308759,1886.8320036177406,2570.053854715133,437.77166454967755,43.777166454967755,1,0,0
2605.2104208416836,15,13,2117.452511930988,1960.069826551745,2112.372430263968,1897.679827165218,2572.728089371805,455.27557744081696,45.5275577440817,1,0,0
2705.4108216432865,16,13,2095.138547330007,1823.9367203748952,2105.98739772243,1888.0380673152813,2575.387422267254,480.2488749372469,48.02488749372469,0,0,0
2805.61122244489,17,13,2088.5801458159326,1896.6032778478007,2107.996286921114,1893.4654169559133,2578.031308512371,489.4511626964386,48.94511626964386,0,0,0
2905.811623246493,17,13,2157.0239824779815,1923.8594615065567,2112.504732074592,1901.8031589040231,2580.659206383019,423.6352239050375,42.36352239050375,0,1,0
3006.0120240480965,18,13,2156.237487737769,1938.3936497177692,2120.8143240377153,1908.4709940639664,2583.2705774310275,427.0330896932587,42.703308969325875,0,1,0
3106.2124248496993,19,14,2286.1821225048106,2027.9690193350903,2137.9588419309034,1923.5692601859566,2585.8648865945224,299.6827640897118,29.968276408971178,0,0,0
3206.4128256513027,19,14,2057.7287281575464,1834.1141803742196,2129.646750194806,1916.9850377539522,2588.4416023075573,530.712874150011,53.0712874150011,0,0,0
3306.613226452906,20,15,2189.8846837057413,1961.4518600538279,2140.235895652598,1923.3151260723203,2591.000196609028,401.1155129032868,40.111551290328684,0,0,0
3406.813627254509,20,15,2207.4778442282286,1976.321843851577,2148.798824405446,1924.2901436238437,2593.540145250854,386.06230102262543,38.60623010226254,0,0,0
3507.0140280561122,20,15,2261.568686513128,2047.7551233519662,2161.727474040213,1939.0474962965448,2596.0609278053907,334.49224129226286,33.44922412922629,0,0,0
3607.2144288577156,20,16,2223.2334868366297,2070.7018651866024,2172.3055715307773,1950.1107001600303,2598.562027772067,375.3285409354371,37.53285409354371,0,0,0
3707.414829659319,20,17,2160.4040028579984,1925.342008743105,2178.8321170835766,1960.2512289968513,2601.0429326832127,440.6389298252143,44.06389298252143,0,0,0
3807.615230460922,21,17,2207.0078693643413,1981.674783557164,2190.6748894384173,1968.7583795677879,2603.503134209063,396.49526484472153,39.649526484472155,0,0,0
3907.815631262525,22,17,2238.434570761118,1962.1124495706376,2198.815948266731,1972.5836783741956,2605.942128261912,367.50755750079406,36.750755750079406,0,0,0
4008.0160320641285,22,17,2199.8662301060735,1904.2922282043999,2203.178822503561,1969.1735362228592,2608.3594150994,408.4931849933264,40.84931849933264,0,0,0
4108.216432865732,23,17,2258.2303649982764,2074.1422013210304,2200.383646752908,1973.7908544214529,2610.7544994269088,352.52413442863235,35.25241344286324,0,0,0
4208.416833667335,23,17,2130.325162002089,1877.4122525267446,2207.6432901373623,1978.1206616367053,2613.126890499046,482.8017284969569,48.280172849695695,0,0,0
4308.617234468938,24,17,2314.248996749602,2060.4562046470633,2220.0797214417485,1988.021096096029,2615.476102220198,301.2271054705957,30.12271054705957,0,0,0
4408.817635270541,25,17,2304.942294454947,2075.0858905037353,2229.8261664644206,1997.8975007612448,2617.8016532441266,312.8593587891796,31.285935878917964,0,0,0
4509.018036072144,26,18,2218.550165622557,2024.0226745062434,2225.5243143753632,1995.5242558766724,2620.1030670726,401.552901450043,40.1552901450043,0,0,0
4609.218436873748,27,18,2269.5822020327864,2052.082264284703,2230.1591858949787,1993.6622957864827,2622.3798721530216,352.7976701202351,35.27976701202351,0,0,0
4709.418837675351,28,18,2244.9988367254873,2076.485199210829,2238.6186692817278,2008.776614833255,2624.631601975052,379.6327652495647,37.96327652495648,0,0,0
4809.619238476954,29,18,2204.631260569012,1978.6932058138404,2238.3810084021948,2008.4784570589225,2626.8577951661955,422.2265345971837,42.22265345971837,0,0,0
4909.819639278558,29,18,2253.862427000123,1973.6281941146933,2239.9237940260955,2009.6300315133285,2629.057995586332,375.195568586209,37.5195568586209,0,0,0
5010.0200400801605,29,19,2302.7839136900666,2076.6741938388773,2250.2155623844947,2026.868228076776,2631.2317524211808,328.4478387311142,32.84478387311142,0,0,0
5110.220440881763,29,19,2236.898188277595,2016.7918743897874,2248.0823447124267,2021.1331953836518,2633.3786202746705,396.48043199707536,39.64804319970754,0,0,0
5210.420841683367,30,19,2240.2537493483187,1991.6613984099897,2259.0752034470493,2032.5581099719761,2635.4981592601985,395.24440991187976,39.52444099118798,0,0,0
5310.62124248497,30,19,2258.2940615935718,2022.485477488791,2253.4797099314465,2028.761037256149,2637.5899350907634,379.2958734971917,37.92958734971917,0,0,0
5410.821643286573,31,19,2286.567571470609,2040.3191756592394,2251.642237633013,2025.2843657716996,2639.653519167948,353.0859476973392,35.30859476973392,0,0,0
5511.022044088177,32,19,2331.580493063858,2150.4579340896234,2262.945270377143,2037.9278917300376,2641.68848866974,310.107995605882,31.010799560588204,0,0,0
5611.22244488978,33,20,2238.588852312966,1996.3474203516723,2259.8459354051606,2032.3544073367343,2643.6944266371625,405.10557432419637,40.51055743241964,0,0,0
5711.4228456913825,34,21,2298.2953564164545,2026.662560264777,2265.1755873742572,2027.372143442129,2645.6709220597136,347.37556564325905,34.73755656432591,0,0,0
5811.623246492986,35,21,2286.1244868414724,2065.8950508536714,2273.324910001503,2036.0923279461124,2647.617569959576,361.49308311810364,36.149308311810366,0,0,0
5911.823647294589,35,22,2184.7206438589274,1911.5816414198096,2266.4107316873838,2029.8876726766237,2649.5339714745987,464.81332761567137,46.48133276156714,0,0,0
6012.024048096193,35,22,2258.9065133424374,2045.826385734858,2262.022991652621,2026.8028918662217,2651.419733940021,392.51322059758377,39.25132205975838,1,0,0
6112.224448897796,36,22,2275.3645724970897,2060.037747720744,2265.8696300745705,2031.1274791993176,2653.2744709689296,377.9098984718398,37.79098984718399,0,0,0
6212.424849699399,37,23,2281.997944259304,2028.4689026149078,2270.044049565669,2034.8082296198095,2655.097802531427,373.09985827212313,37.309985827212316,0,0,0
6312.6252505010025,38,24,2302.158024243576,2055.147618431382,2274.4304458306697,2038.0744437140686,2656.8893550324997,354.7313307889235,35.47313307889235,0,0,0
6412.825651302605,38,24,2185.6082984206864,1949.031856416338,2264.334518525677,2028.9457117897782,2658.6487613885643,473.04046296787783,47.30404629678779,0,0,0
6513.026052104208,39,24,2291.5883177991245,2110.87568313111,2260.335300999204,2024.987486693927,2660.3756611026847,368.7873433035602,36.87873433035602,0,0,0
6613.226452905812,39,24,2256.9266829987628,2043.0826113102762,2262.1690840677834,2029.6610057897874,2662.0697003384357,405.14301733967295,40.5143017339673,0,0,0
6713.426853707415,40,25,2220.2566437788482,1962.1165753176217,2254.365212804023,2023.2064072950718,2663.730531992401,443.473888213553,44.3473888213553,0,0,0
6813.627254509018,40,25,2319.7441933843215,2050.345601097549,2257.727183458308,2021.6514623194594,2665.3578157652983,345.6136223809767,34.56136223809767,0,0,0
6913.827655310622,40,26,2331.476248591772,2096.0022362437385,2272.4027439315923,2040.0935218018524,2666.9512182317,335.4749696399276,33.547496963992764,0,0,0
7014.0280561122245,40,27,2263.114300398708,2036.402677818311,2272.823522637219,2039.151151010198,2668.5104129083547,405.3961125096466,40.53961125096467,0,0,0
7114.228456913828,40,28,2338.845390450079,2081.9111539172713,2279.171604432518,2041.3384916298505,2670.0350803210818,331.1896898710029,33.11896898710029,0,0,0
7214.428857715431,41,28,2278.47335363977,2059.363038575812,2278.819145370565,2044.4279052259408,2671.52490807023,393.0515544304603,39.30515544304603,0,0,0
7314.629258517034,42,29,2301.5807363591807,2065.502734279521,2278.761416582125,2045.463416810755,2672.9795908946885,371.3988545355078,37.13988545355078,0,0,0
7414.829659318638,42,30,2243.9066695747147,2051.8208921031487,2284.5912536975284,2055.742320379436,2674.398830734433,430.4921611597183,43.04921611597183,0,0,0
7515.030060120241,42,31,2378.5352877486685,2153.8040659296253,2293.2859506924824,2060.0351586592874,2675.7823367915967,297.2470490429282,29.72470490429282,0,0,0
7615.230460921844,43,31,2166.6855794249223,1947.2210854926473,2284.2618403350984,2050.4490060775247,2677.1298255900556,510.44424616513334,51.04442461651334,0,0,0
7715.430861723447,44,31,2295.3121983263018,2069.849920975354,2291.7673957898437,2061.2223406432977,2678.4410210335095,383.12882270720775,38.31288227072078,0,0,0
7815.63126252505,44,31,2334.7471557896697,2074.7911755634773,2293.267692030379,2063.6668980898908,2679.715654462057,344.96849867238734,34.49684986723874,0,0,0
7915.831663326653,45,32,2198.3037204297602,2005.0156742128252,2279.9504392141775,2054.568241886799,2680.9534647072387,482.6497442774785,48.26497442774785,0,0,0
8016.032064128257,45,33,2290.368988504531,2072.82822355788,2282.67590802476,2058.210796460756,2682.1541981455525,391.78520964102154,39.178520964102155,0,0,0
8116.23246492986,46,33,2295.7265083350403,2053.644033035277,2278.364019813256,2055.3840843725566,2683.3176087504207,387.5911004153804,38.759110041538044,0,0,0
8216.432865731464,46,34,2340.4472700052256,2109.936439497363,2284.5614114498017,2060.441424464712,2684.443458142598,343.9961881373724,34.39961881373724,0,0,0
8316.633266533066,47,35,2361.1272828880906,2108.913995334156,2290.5160661026925,2064.7825505701753,2685.531515639015,324.4042327509246,32.44042327509246,0,0,0
8416.83366733467,48,35,2277.906578492027,2124.7314579027743,2293.916056994424,2072.073607150138,2686.581558300048,408.6749798080209,40.86749798080209,0,0,0
8517.034068136272,49,35,2228.1400988660002,1991.7852573488808,2278.876538106157,2055.871726292063,2687.5933709751926,459.4532721091923,45.94532721091923,0,0,0
8617.234468937875,49,36,2364.8732239900232,2143.9509853983654,2298.695302562667,2075.5447162826354,2688.5667463471523,323.69352235712904,32.3693522357129,0,0,0
8717.43486973948,50,37,2356.432078606073,2131.7223108998555,2304.8072905906442,2081.7319552750855,2689.5014849743156,333.06940636824265,33.306940636824265,1,0,0
8817.635270541083,50,38,2271.345188275683,2020.2602075766208,2298.4670938392455,2076.2788584764,2690.3973953316204,419.0522070559373,41.905220705593734,0,0,0
8917.835671342686,51,39,2310.779292363166,2079.8710970407924,2309.714651032586,2083.7644007591966,2691.2542938497973,380.4750014866313,38.04750014866313,0,0,0
9018.036072144288,51,40,2310.999830747579,2070.2718064378496,2311.777735256891,2083.5087590471935,2692.0720049529828,381.0721742054038,38.10721742054039,0,0,0
9118.236472945891,52,41,2318.7747153562154,2094.3826503126224,2314.0825559590085,2087.582620774928,2692.8503610946927,374.0756457384773,37.40756457384773,0,0,0
